tract_geoid,median_home_dwell_time,pct_at_home,B19001_005
42101000100,560.6428571428571,0.4626146756067876,0
42101000200,920.1428571428571,0.5618781031264268,59
42101000300,490.78571428571433,0.4413748781325718,77
42101000401,810.8571428571429,0.4961279747154816,35
42101000402,105.78571428571429,0.2935220885784873,91
42101000500,0.0,0.24520268930760028,30
42101000600,57.857142857142854,0.3462804205400024,11
42101000700,99.80952380952381,0.3536653937117127,78
42101000801,142.85714285714286,0.4677007555158816,7
42101000803,624.0357142857143,0.40758870501842065,101
42101000804,245.0,0.42483570673557614,92
42101000901,409.42857142857144,0.4403419827143432,69
42101000902,448.35714285714283,0.3998993069378929,11
42101001001,988.7857142857142,0.6456657027658759,49
42101001002,632.4285714285714,0.5053407469203135,38
42101001101,670.3928571428571,0.4095081704777359,89
42101001102,950.1428571428571,0.5211038040748879,4
42101001201,924.8214285714286,0.4974214551419528,14
42101001202,565.3428571428572,0.44263548715170276,43
42101001300,1030.057142857143,0.5872350128018196,66
42101001400,873.9523809523811,0.5484831547437659,98
42101001500,935.7142857142858,0.6040647159765216,36
42101001600,1139.7142857142858,0.5460064856719871,25
42101001700,1145.9285714285716,0.6187125716414994,8
42101001800,1117.2857142857142,0.6096432111480916,36
42101001900,830.2380952380953,0.5354231973076812,55
42101002000,823.4285714285714,0.48515587729189236,39
42101002100,1108.9285714285716,0.538751280679477,38
42101002200,849.1904761904763,0.5451076590464019,19
42101002300,386.14285714285717,0.4408337733382339,67
42101002400,1011.0,0.5919253804374132,56
42101002500,1018.8571428571429,0.5522104904723604,71
42101002701,1037.8095238095239,0.5544483967146782,92
42101002702,1176.4642857142858,0.5736057414672789,71
42101002801,976.8571428571428,0.5776915620530586,42
42101002802,902.3714285714284,0.49431212105547495,133
42101002900,847.0952380952381,0.5839018638332759,136
42101003001,1062.0285714285715,0.526017269502001,82
42101003002,823.5,0.4878446930798478,66
42101003100,788.3571428571428,0.5343337861091044,121
42101003200,688.7380952380953,0.5467713330373949,113
42101003300,1025.9285714285713,0.5130031017323489,228
42101003600,1011.4285714285714,0.5475248247253623,140
42101003701,1057.2857142857144,0.5646172255897117,270
42101003702,991.9047619047619,0.5321210988410114,116
42101003800,857.8928571428571,0.43855484360246266,62
42101003901,1165.7142857142856,0.609946491870529,199
42101003902,1226.4285714285713,0.6224673988561646,68
42101004001,1063.2142857142858,0.6411677479102021,60
42101004002,1104.0,0.5564716865543323,178
42101004101,937.8571428571429,0.5363370835977652,42
42101004102,910.1428571428571,0.5855033299425596,271
42101004201,1196.0714285714284,0.5809529060443079,160
42101004202,1125.5714285714287,0.5569643702160806,89
42101005400,406.85714285714283,0.3888572851373489,72
42101005500,964.1904761904761,0.546175283511166,158
42101005600,841.8571428571429,0.5801948051948053,56
42101006000,1034.057142857143,0.5700836236813587,319
42101006100,991.5714285714286,0.5058790890464602,91
42101006200,902.7857142857142,0.4704681619986971,126
42101006300,938.6071428571429,0.5476417101981921,62
42101006400,972.8095238095239,0.5602587697849023,160
42101006500,968.4285714285716,0.4755682250708195,33
42101006600,883.3928571428571,0.5274883138229866,82
42101006700,862.7755102040817,0.525591535034016,47
42101006900,1015.8095238095239,0.5579855410116313,32
42101007000,931.9142857142857,0.5381815608675694,95
42101007101,857.6190476190477,0.4808631732033856,83
42101007102,865.6,0.5326327703592021,152
42101007200,679.5952380952381,0.4613863570425732,116
42101007300,774.5357142857143,0.48865508074310193,117
42101007400,841.6857142857141,0.495261051306566,60
42101007700,304.1428571428571,0.4073245060398301,72
42101007800,976.3428571428573,0.5419258169468254,180
42101007900,1003.0714285714287,0.5438524840427035,47
42101008000,828.7857142857142,0.5498370231551816,126
42101008101,727.2380952380951,0.4814093010148876,86
42101008102,922.4285714285716,0.5741479053558074,204
42101008200,1024.1836734693877,0.5400905635711248,223
42101008301,1102.4761904761906,0.5759672069552974,55
42101008302,902.1785714285713,0.5087195425183185,161
42101008400,872.7380952380953,0.4770410858967105,84
42101008500,823.7959183673469,0.530391680791393,193
42101008601,1043.5714285714284,0.5949511209306961,56
42101008602,952.2857142857142,0.5741434955007517,42
42101008701,1142.8095238095239,0.5987743841653882,88
42101008702,1003.0714285714286,0.5168545564810277,19
42101008801,272.7857142857143,0.38378357753357756,22
42101008802,199.60714285714283,0.3020708262336325,61
42101009000,90.39285714285714,0.2082374548807796,94
42101009100,356.6666666666667,0.43507133145684335,24
42101009200,742.6428571428571,0.5246751038819996,119
42101009300,830.2571428571428,0.482484268274692,194
42101009400,785.5,0.5366561948466941,132
42101009500,881.1071428571429,0.5644168983312703,66
42101009600,1004.6857142857141,0.5385549621509809,175
42101009801,1168.7142857142858,0.5426277310628611,49
42101009802,1062.095238095238,0.5162325379755041,104
42101010000,985.3571428571429,0.5731316303820767,114
42101010100,987.3673469387753,0.4938628846829521,204
42101010200,888.7619047619047,0.4743055525494915,137
42101010300,846.9285714285713,0.48678369092058826,91
42101010400,865.5357142857142,0.4574010795544621,46
42101010500,765.6428571428571,0.5636080342237257,79
42101010600,490.5,0.5161028360006402,10
42101010700,824.1428571428571,0.49533894401665846,49
42101010800,722.3142857142858,0.46015992726397803,184
42101010900,780.0952380952381,0.4308158165038958,59
42101011000,782.9642857142858,0.4679620513770591,56
42101011100,700.4,0.49307567492020443,38
42101011200,917.8775510204081,0.5431249471022301,166
42101011300,735.2380952380951,0.5179740636830791,18
42101011400,866.3333333333334,0.5260564937140525,176
42101011500,1073.2142857142858,0.5464879854036699,129
42101011700,37.285714285714285,0.33518789188647297,12
42101011800,868.4285714285714,0.4742324791741481,83
42101011900,1082.5714285714287,0.5826165442031113,157
42101012000,977.6428571428571,0.5219338354429459,14
42101012100,892.2142857142858,0.5266059905675431,30
42101012201,842.5,0.5847994007591641,32
42101012203,619.0,0.47614209031866084,0
42101012204,724.1428571428571,0.5209489789762825,74
42101012500,575.8571428571429,0.526382045533632,89
42101013100,521.0714285714286,0.5066386230738806,40
42101013200,713.5,0.5523737991379036,76
42101013300,971.1428571428571,0.6119543114531245,49
42101013401,650.2142857142857,0.5656511288726017,77
42101013402,586.3333333333334,0.4647630246056444,51
42101013500,859.4285714285714,0.5495938114746164,68
42101013601,1009.7142857142858,0.6031426766309771,52
42101013602,1106.2857142857142,0.5742805856885586,10
42101013700,991.4285714285713,0.5335620970030447,38
42101013800,798.3571428571429,0.4743242994549901,32
42101013900,954.0952380952381,0.5249799800314475,112
42101014000,462.76190476190476,0.44125316806873705,106
42101014100,629.7142857142858,0.5064430360298433,70
42101014200,881.5,0.5381673312614494,15
42101014300,945.7857142857143,0.5612879908434973,22
42101014400,718.8571428571428,0.43056371393191156,101
42101014500,926.9285714285714,0.5360971885460376,21
42101014600,618.5238095238095,0.43996903101288004,117
42101014700,154.28571428571428,0.3580481206987547,28
42101014800,0.0,0.2972317355359812,16
42101014900,673.8571428571428,0.4625629248896253,87
42101015101,1002.9285714285716,0.5466968805907204,87
42101015102,666.3333333333334,0.5276559820246117,155
42101015200,845.2285714285714,0.5020217332007448,75
42101015300,99.03571428571429,0.3497216601544413,24
42101015600,746.3571428571429,0.5409011828346804,60
42101015700,1066.142857142857,0.5370999108145282,35
42101015800,905.6190476190477,0.5876618769313516,109
42101016000,839.4489795918367,0.5011188869294848,59
42101016100,835.4642857142858,0.5772219968214248,103
42101016200,1129.952380952381,0.5529460792850182,40
42101016300,628.0357142857142,0.4478634558657226,71
42101016400,836.6785714285716,0.46247746462635575,70
42101016500,741.3809523809524,0.4628294504577503,59
42101016600,794.0,0.5680827477118953,39
42101016701,812.2380952380953,0.5196174527003189,73
42101016702,644.8928571428572,0.4977962701548493,30
42101016800,614.5476190476192,0.43212367117083983,87
42101016901,934.7619047619047,0.5716859160491081,121
42101016902,636.7142857142858,0.49791457308033304,147
42101017000,719.6666666666666,0.46623687114194423,46
42101017100,808.8571428571429,0.5656979766126147,110
42101017201,911.4761904761905,0.5293900366120806,86
42101017202,521.8928571428571,0.43789358380155663,99
42101017300,936.4285714285713,0.5548944225096848,47
42101017400,796.2857142857142,0.5649636793602311,83
42101017500,794.1666666666666,0.5033258512693847,116
42101017601,861.1428571428572,0.44499660579052813,120
42101017602,1067.095238095238,0.5205904057413826,85
42101017701,653.4761904761905,0.4833202719705392,67
42101017702,787.1714285714286,0.5234324724531831,167
42101017800,708.6122448979592,0.459475588309374,75
42101017900,894.9714285714286,0.5140558945527746,109
42101018001,1010.0,0.4780525704645788,38
42101018002,820.9285714285714,0.5398658614629136,149
42101018300,1003.0357142857142,0.49590562502041585,54
42101018400,1153.7142857142858,0.5168559709977821,16
42101018800,842.5510204081633,0.5305223935241807,134
42101019000,1035.0571428571427,0.5198860948413039,197
42101019100,1074.4761904761904,0.5203423219316721,177
42101019200,1000.7380952380953,0.5778301767181937,236
42101019501,989.2857142857143,0.5647832112924182,25
42101019502,900.0,0.5345797297160934,148
42101019700,994.9285714285714,0.5704829332312734,33
42101019800,706.1666666666666,0.5277991604057047,196
42101019900,783.4285714285714,0.5546457166827237,70
42101020000,147.71428571428572,0.3285820946022168,77
42101020101,568.8571428571429,0.4296006160347819,170
42101020102,894.3214285714286,0.5531302075954252,34
42101020200,885.1904761904761,0.5311476616460601,219
42101020300,864.2142857142857,0.5161301585205249,95
42101020400,868.9642857142857,0.47677160418309683,107
42101020500,589.0,0.5017641254411549,0
42101020600,433.14285714285717,0.37697695534112136,16
42101020700,469.9285714285714,0.41380884285699876,82
42101020800,830.5,0.4973081811317105,20
42101020900,1062.7857142857142,0.5008317176882774,38
42101021000,728.657142857143,0.471426128472573,71
42101021100,971.5,0.5044022208789077,40
42101021200,907.2142857142858,0.6084288862517199,12
42101021300,1013.3428571428573,0.4969270424546296,46
42101021400,455.7428571428571,0.3704075500026657,35
42101021500,842.9285714285716,0.5242639405073921,24
42101021600,727.7142857142858,0.47728076973307676,39
42101021700,1016.5357142857143,0.44273317626865255,86
42101021800,1008.2380952380953,0.5280153768054534,119
42101021900,1120.7142857142858,0.5576881557433334,10
42101022000,1206.857142857143,0.5597355175154036,11
42101023100,1179.0,0.6202567259898087,0
42101023500,1160.7142857142858,0.5577609338832249,29
42101023600,1025.9047619047622,0.5084681821446527,8
42101023700,814.6785714285716,0.5245827059022442,218
42101023800,937.3428571428573,0.6010303665200285,60
42101023900,591.3571428571429,0.48282056017427055,76
42101024000,900.7142857142857,0.49757012014777313,40
42101024100,0.0,0.2508144461888348,9
42101024200,799.0357142857143,0.49717190104062403,111
42101024300,910.0357142857142,0.4543286587875445,146
42101024400,1063.904761904762,0.5164586579334833,55
42101024500,670.0,0.4758922953774013,138
42101024600,819.7142857142858,0.5194627226425436,65
42101024700,774.2,0.5172723547059102,150
42101024800,975.1428571428571,0.5677375984430242,21
42101024900,696.0,0.5006325061757871,97
42101025200,945.8571428571429,0.5647633641874704,203
42101025300,762.3714285714285,0.4780555256196557,127
42101025400,1070.2142857142858,0.6109339938234735,78
42101025500,676.5714285714286,0.493610559896067,74
42101025600,816.1428571428572,0.5556274528164131,34
42101025700,770.1428571428572,0.472917072517576,103
42101025800,850.2857142857143,0.5168468278382456,58
42101025900,906.8809523809523,0.5621296093955432,174
42101026000,677.7142857142857,0.43485918023318293,105
42101026100,1079.142857142857,0.531190630738279,132
42101026200,1114.2857142857142,0.5197218708764493,144
42101026301,782.8571428571429,0.45538534845102585,91
42101026302,986.7857142857143,0.5361520144092419,104
42101026400,927.7142857142856,0.5500730973729924,201
42101026500,942.5,0.5146026957216937,95
42101026600,963.25,0.5014221559960095,112
42101026700,792.6326530612245,0.45714305414063794,227
42101026800,800.4642857142858,0.4911950915351836,58
42101026900,943.2857142857142,0.5230951201618859,4
42101027000,1033.142857142857,0.50458914985342,48
42101027100,988.8571428571428,0.5139341093450919,32
42101027200,1008.7619047619049,0.5562391960263651,64
42101027300,658.4,0.42288290875113327,60
42101027401,888.1904761904763,0.487727955651638,99
42101027402,979.6857142857141,0.5048810829301198,188
42101027500,986.1071428571429,0.47970345702374095,101
42101027600,717.6785714285714,0.5017633464774758,83
42101027700,926.3571428571428,0.5336414131882611,100
42101027800,818.142857142857,0.4766688756644419,92
42101027901,838.1428571428571,0.44668846257608485,94
42101027902,368.64285714285717,0.3362364534942518,19
