GEOID,B01003_001_Population
100030101042,1641
100030102002,1096
100030011002,1111
100030027002,1437
100030104002,1067
100030104003,2051
100030104001,737
100030112041,1379
100030112042,2136
100030119001,1364
100030119003,1142
100030119002,838
100030125002,1031
100030125001,734
100030125004,424
100030125005,616
100030125006,1340
100030131002,1001
100030131001,884
100030131003,517
100030141002,1192
100030133001,953
100030138003,2101
100030141001,887
100030144033,2241
100030144031,1661
100030148031,2959
100030150003,645
100030150002,525
100030150004,1624
100030159003,1602
100030164012,4276
100030136123,2117
100030136122,1592
100030145022,4415
100030145021,1998
100030147032,721
100030147031,1608
100030151001,2907
100030151002,755
100030103003,611
100030105021,874
100030105023,861
100030105024,1515
100030107021,1064
100030107022,1879
100030107024,527
100030108003,988
100030112022,1268
100030112033,1864
100030118002,2663
100030004001,1024
100030004002,1180
100030004003,729
100030013002,671
100030013001,1129
100030013004,1087
100030135013,1639
100030125003,802
100030126001,1423
100030127005,807
100030135051,604
100030135052,2446
100030135061,856
100030135063,1542
100030136041,1308
100030136043,1328
100030136074,756
100030136104,554
100030136141,639
100030136151,1495
100030136152,623
100030137003,602
100030138001,2490
100030139031,3052
100030139032,1941
100030139042,1459
100030139043,824
100030140002,1010
100030140003,1256
100030013003,625
100030026004,734
100030026003,1093
100030102001,1061
100030103002,1552
100030108001,1192
100030109003,686
100030109002,1208
100030124004,1162
100030124002,787
100030124003,898
100030111001,590
100030112021,2893
100030118001,1450
100030134003,872
100030134002,790
100030136132,2386
100030136133,1989
100030144022,2457
100030148051,1543
100030144041,2944
100030144042,1215
100030149031,3100
100030149034,3978
100030149032,655
100030149033,203
100030003004,1041
100030003002,532
100030003003,329
100030003001,807
100030006012,1054
100030006011,1266
100030021002,998
100030021001,932
100030025002,1476
100030025003,842
100030113001,1398
100030115002,990
100030115001,1085
100030117001,1052
100030117003,1135
100030123002,1416
100030148081,1514
100030148083,2477
100030168011,5139
100030161001,1376
100030161002,591
100030163021,3736
100030168012,1214
100030022002,711
100030022001,1362
100030022003,680
100030110001,884
100030110003,832
100030116002,2328
100030116001,1096
100030130001,1178
100030130002,692
100030166041,3536
100030166043,1941
100030147061,939
100030148071,1857
100030002002,561
100030002003,1193
100030002005,952
100030002001,1101
100030136101,1663
100030137002,2416
100030149042,2012
100030162002,1264
100030162001,532
100030163012,3657
100030166012,2083
100030166022,4531
100030166021,4508
100030169011,770
100030006021,1133
100030136102,1264
100030006022,1020
100030016002,672
100030016001,757
100030016003,704
100030023001,873
100030023002,614
100030023003,949
100030120003,1478
100030120001,916
100030120002,2211
100030122003,1053
100030122001,1141
100030122004,1275
100030122002,1129
100030129001,2200
100030129003,1524
100030129002,1111
100030132003,1195
100030132001,1054
100030147052,1606
100030147051,1258
100030012002,823
100030012001,936
100030009002,837
100030009003,663
100030101012,1627
100030101011,789
100030143003,3619
100030112051,1221
100030135011,1038
100030135014,2808
100030139012,680
100030139013,1157
100030024001,854
100030121001,1156
100030136071,2122
100030156001,1050
100030005003,1054
100030005004,899
100030135031,2391
100030114002,1177
100030126003,966
100030127004,631
100030136082,1222
100030136113,1240
100030166082,3676
100030169041,2599
100039901000,0
100030148072,4475
100030148091,3623
100030148101,2693
100030149041,2800
100030149071,1854
100030149081,2040
100030149093,1059
100030015002,1650
100030024003,943
100030028001,1093
100030029002,717
100030030021,381
100030101041,1811
100030011001,1344
100030027001,1116
100030104004,842
100030133002,872
100030140001,752
100030141003,2044
100030144032,1537
100030150001,3032
100030159001,1019
100030164011,2035
100030136121,2560
100030147033,1539
100030147034,738
100030160001,2682
100030105022,1140
100030115003,1013
100030105025,1767
100030107023,2349
100030110002,1502
100030135062,1993
100030136042,1814
100030136103,2463
100030136142,2533
100030136153,1677
100030138002,911
100030139041,3085
100030139044,2974
100030140004,2024
100030108002,2685
100030026002,867
100030103001,1057
100030109001,712
100030124001,1500
100030111002,2332
100030134001,784
100030136131,1161
100030144021,1091
100030145011,2341
100030006013,1100
100030025001,875
100030112011,1033
100030113002,736
100030117002,711
100030117004,1312
100030123001,1448
100030148082,1448
100030166042,7114
100030147062,2022
100030154002,1503
100030002006,1838
100030002004,426
100030137001,1127
100030162003,801
100030163011,1904
100030166011,4031
100030169012,1446
100030006023,803
100030132002,860
100030142001,2006
100030147053,2632
100030114003,1230
100030009001,686
100030112052,768
100030135012,1544
100030143001,1543
100030139011,1303
100030135033,1698
100030112012,1368
340076044002,1391
340076038003,772
340076044001,697
340076044003,528
340076044004,770
340076051002,1347
340076034002,1808
340076034001,1857
340076034004,832
340076035051,2120
340076035062,1291
340076035061,2410
340076018001,1206
340076035041,1568
340076035042,1065
340076036032,919
340076036031,1421
340076063001,1311
340076061001,1162
340076061002,1113
340076063002,1023
340076065003,1319
340076065002,1211
340076065001,367
340076068002,1270
340076068003,1195
340076068001,1389
340076075041,1307
340076076001,745
340076076002,1478
340076031004,607
340076036011,1416
340076036012,2142
340076038001,607
340076038006,950
340076038005,970
340076038004,969
340076071003,1219
340076071001,840
340076092043,1166
340076092041,1787
340076014001,724
340076037002,1111
340076014003,791
340076014005,966
340076037003,1319
340076073002,1137
340076073003,1086
340076089041,1419
340076011012,426
340076011013,1334
340076029011,2045
340076029013,1780
340076047002,1005
340076053002,783
340076053001,1240
340076064002,903
340076064001,1204
340076070001,1330
340076070003,2564
340076008001,834
340076008003,1313
340076008004,1221
340076010002,850
340076010001,2253
340076010004,1578
340076013001,910
340076013003,1030
340076016003,729
340076016002,861
340076017002,1010
340076030024,1197
340076030025,793
340076030021,886
340076033013,896
340076033012,1295
340076090002,779
340076090001,720
340076089011,1752
340076089012,2269
340076089013,1956
340076054003,744
340076054001,754
340076054002,1112
340076077023,713
340076077021,571
340076077022,1147
340076082061,1743
340076082062,1109
340076082063,685
340076078011,786
340076078012,1267
340076078013,782
340076078022,1209
340076082091,453
340076082093,708
340076085032,1455
340076007001,1497
340076079001,660
340076075031,2173
340076075032,2281
340076083021,1059
340076083023,1846
340076084042,1861
340076084041,2463
340076092054,1152
340076092051,361
340076092053,1010
340076009002,1154
340076015004,1135
340076015005,2116
340076015002,740
340076031001,1036
340076031003,1304
340076019002,842
340076019001,1885
340076025032,873
340076025033,557
340076026012,1330
340076032003,1170
340076032005,1931
340076033021,2281
340076033022,2036
340076092022,2947
340076092021,1976
340076036022,1385
340076011023,1180
340076011021,1173
340076011024,1466
340076020005,311
340076020003,1253
340076020002,1883
340076026021,1617
340076035063,773
340076075072,655
340076075073,1313
340076075074,1264
340076077024,1375
340076078014,1176
340076082101,1065
340076082102,2891
340076082112,1852
340076082113,2054
340076083031,1883
340076083041,2156
340076083042,2338
340076084033,1911
340076103001,2151
340076104002,1983
340076104003,629
340076105002,674
340076105003,360
340076105005,1722
340076106001,1204
340076109001,1012
340076109002,912
340076110001,840
340076110002,1309
340076110004,468
340076112001,2024
340076110005,1220
340076111001,1250
340076111002,1377
340076112002,959
340076112004,848
340076113001,369
340076113003,1259
340076113004,636
340076113006,531
340076114001,2366
340076114002,1995
340076115001,1502
340076115002,1958
340076115003,1516
340076116001,1242
340076116002,679
340076116003,1585
340076116004,438
340076117001,1126
340076117002,1026
340076117003,871
340076039013,1604
340076074021,1165
340076039012,903
340076039011,977
340076039015,747
340076043003,1159
340076043001,1115
340076052001,902
340076057002,1138
340076057003,847
340076058003,820
340076058002,834
340076077012,1541
340076077013,992
340076077011,1226
340076082021,2581
340076082052,1969
340076084021,2379
340076084022,1576
340076084032,2515
340076087001,748
340076087003,1319
340076088003,949
340076088001,1116
340076088004,1795
340076026022,1330
340076029021,1357
340076029022,1947
340076030013,1969
340076030011,696
340076030012,1236
340076035072,1518
340076035074,1600
340076035073,1499
340076004005,796
340076004002,465
340076004004,425
340076004001,874
340076035012,2596
340076059001,1319
340076062001,885
340076062002,1307
340076067004,2403
340076067002,826
340076067001,502
340076074011,895
340076075022,2896
340076075021,1988
340076039021,1630
340076041001,1244
340076056021,828
340076056022,965
340076056023,1006
340076072001,1613
340076072002,1071
340076072003,948
340076072004,782
340076033032,1376
340076034005,1031
340076039022,1149
340076075034,824
340076075062,2285
340076075071,2328
340076071004,1138
340076071002,717
340076075052,1474
340076075051,1512
340076080012,1129
340076084012,1754
340076084011,1374
340076085041,2559
340076085042,806
340076086003,1449
340076086001,1116
340076086002,2346
340076091033,2651
340076091032,1388
340076091031,1157
340076092011,803
340076092012,1501
340076092013,2063
340076060001,925
340076060002,1068
340076092032,4139
340076092033,3031
340076092031,2080
340076012001,854
340076012002,2303
340076002002,854
340076089031,841
340076089033,1039
340076089032,1429
340076008005,952
340076017001,2136
340076033031,1461
340076035033,1514
340076035032,1833
340076035031,1211
340076042002,790
340076042003,855
340076042004,563
340076042001,991
340076046001,1104
340076046002,909
340076075042,2314
340076038002,864
340076051001,768
340076034003,1785
340076035052,1362
340076033011,3307
340076030023,750
340076030022,889
340076092042,1265
340076014004,879
340076014002,1263
340076037001,1462
340076073004,610
340076073001,1456
340076011011,1523
340076029012,588
340076047001,936
340076064003,927
340076066001,2328
340076070002,586
340076008002,950
340076010003,1822
340076013002,1593
340076013004,772
340076016001,1059
340076035064,1652
340076078015,1013
340076082111,1942
340076083032,813
340076083043,1658
340076108001,2718
340076104001,2327
340076105001,2467
340076105004,2327
340076109003,1424
340076110003,1144
340076110006,1293
340076111003,454
340076112003,737
340076113002,716
340076113005,561
340076074022,1562
340076039014,915
340076043002,1547
340076052002,1309
340076057001,924
340076057004,516
340076058001,1095
340076077014,2365
340076082022,1295
340076082051,2027
340076084031,2900
340076087004,3132
340076087002,2348
340076088002,1627
340076002001,1079
340076004003,344
340076035011,2731
340076059002,1430
340076062003,1537
340076067003,682
340076074012,1785
340076075023,758
340076078021,1191
340076082092,2182
340076085031,1266
340076079002,1247
340076075033,1231
340076083022,1563
340076084043,2074
340076092052,3470
340076009003,1493
340076015001,384
340076015003,557
340076031002,779
340076025031,987
340076026011,1339
340076032004,742
340076032002,1622
340076036021,1172
340076032001,1256
340076033023,2062
340076011022,1888
340076020004,1954
340076020001,1077
340076035071,2103
340076041002,1671
340076035013,918
340076075061,1185
340076075053,1429
340076080011,1184
340076084013,949
340076012004,1712
340076012003,1422
340076009001,1417
340076052003,646
340076080013,1045
340155007031,1310
340155011071,1749
340155011073,1608
340155011072,1037
340155012043,992
340155012042,1500
340155012041,1214
340155012091,1845
340155012092,1742
340155012093,1882
340155014041,2029
340155014042,1168
340155016034,1047
340155016033,972
340155016053,1474
340155016051,2049
340155002031,1813
340155002032,1592
340155002041,4334
340155016061,4588
340155016062,1044
340155016063,1346
340155017022,633
340155017032,1049
340155017031,1190
340155017034,1502
340155018001,572
340155002042,1721
340155006003,4590
340155006004,1465
340155006002,1158
340155005001,1490
340155005002,714
340155005003,922
340155011031,1493
340155011033,1793
340155013021,901
340155011043,1582
340155011041,640
340155002012,1084
340155002011,1343
340155017041,2345
340155017043,1107
340155017042,1146
340155002053,1711
340155001003,1462
340155002052,828
340155002051,1015
340155001001,878
340155001004,901
340155001002,944
340155011062,1660
340155011061,958
340155011063,1264
340155011052,1470
340155014032,2134
340155014031,1703
340155012011,2713
340155012013,1760
340155009001,1011
340155009002,532
340155002023,799
340155012051,2753
340155002022,1440
340155002024,999
340155010021,1864
340155010022,702
340155023002,2200
340155004001,658
340155004005,523
340155004002,958
340155004004,1571
340155007024,1585
340155007022,1267
340155007023,2265
340155007021,790
340155011013,1652
340155011012,1082
340155011011,1251
340155012063,943
340155012061,669
340155012064,801
340155012062,1408
340155012101,975
340155012102,1443
340155013011,1056
340155013013,1290
340155013031,567
340155013033,1067
340155019002,1055
340155019001,1290
340155003001,1100
340155008002,774
340155008003,505
340155010012,663
340155010032,1072
340155010033,1125
340155011022,1337
340155011023,765
340155012021,964
340155012022,678
340155012024,2242
340155012032,1516
340155012082,1475
340155012083,1151
340155012081,1408
340155022002,10866
340155024002,343
340155024001,623
340155016041,530
340155016043,1537
340155016042,2900
340155016044,1878
340155007012,2755
340155007013,1377
340155014021,1347
340155014023,1304
340155015003,468
340155015001,885
340155015002,1195
340155015005,746
340155017011,2376
340155017012,2134
340155017013,693
340155016081,2159
340155016082,3184
340155016091,1204
340155016092,4923
340155020011,2094
340155020013,3229
340155020021,3411
340155020022,3478
340155005005,773
340155007015,1727
340155012103,1113
340155012121,2462
340155012131,1802
340155012132,1679
340155014051,2313
340155014052,2161
340155014062,1031
340155014063,982
340155016032,2064
340155016031,1963
340155016052,890
340155002033,957
340155016064,384
340155017021,1878
340155017033,452
340155018002,1000
340155006001,3183
340155005004,940
340155011032,1870
340155013022,1852
340155011042,965
340155011051,1524
340155012012,1836
340155007011,519
340155024003,2303
340155016045,596
340155007014,1397
340155014022,755
340155015004,2950
340155003002,553
340155009003,1450
340155002021,1101
340155010023,1749
340155023001,385
340155004003,308
340155004007,655
340155004006,1264
340155013012,1181
340155013032,916
340155019003,1775
340155003003,1330
340155008001,946
340155010011,1451
340155010031,1303
340155011021,4754
340155012023,883
340155012031,1667
340155022001,1515
340155024004,2680
340155002043,477
340155012094,1563
340155015006,2301
340155012122,1298
340155012133,1432
340155014061,2653
340155020012,718
340155021001,3167
340057005021,2042
340057022061,2055
340057028041,1479
340057025003,2301
340057025001,1553
340057028042,1060
340057028052,2731
340057029052,2325
340057029061,2040
340057030001,1408
340057030003,2253
340057038041,1242
340057038045,1118
340057038044,2809
340057038021,2937
340057001042,1070
340057003072,1487
340057006031,1815
340057006033,1606
340057004051,740
340057004052,1126
340057001031,1326
340057011042,967
340057011041,1036
340057011043,2596
340057040133,1321
340057040132,1720
340057040131,2044
340057040071,1819
340057040072,1817
340057006023,4413
340057009002,1419
340057021012,1311
340057029081,1594
340057021013,117
340057024001,1160
340057024002,1165
340057037001,2843
340057037003,1554
340057040051,1817
340057040052,2125
340057007012,1604
340057003061,642
340057015022,1095
340057015021,2960
340057039001,1600
340057039002,735
340057022081,697
340057022085,2517
340057022083,816
340057022082,1020
340057022084,1558
340057026013,916
340057026014,647
340057026012,1137
340057026011,1081
340057026015,795
340057027002,2757
340057027001,462
340057027004,1021
340057028011,2082
340057028062,1202
340057028091,2141
340057029092,2816
340057029101,2212
340057032012,1116
340057005031,1818
340057005032,897
340057005033,844
340057010013,622
340057010011,2955
340057010012,1611
340057002001,880
340057005041,1600
340057007031,1410
340057007032,739
340057010022,1026
340057010023,1246
340057011053,833
340057011051,1846
340057012011,1265
340057012014,538
340057012013,903
340057028032,2146
340057028071,1666
340057028072,1735
340057028082,2163
340057028022,1232
340057028101,1295
340057032022,1691
340057036002,1758
340057036003,1662
340057036001,2188
340057040083,1558
340057040081,1008
340057040084,1074
340057040121,1556
340057040142,3990
340057040141,1876
340057003031,2077
340057004031,1161
340057004033,836
340057004034,850
340057026032,563
340057026031,643
340057028111,2406
340057029071,610
340057032031,772
340057001022,1521
340057004021,2017
340057004022,1272
340057007022,1431
340057007021,1051
340057013012,1614
340057013011,737
340057013013,914
340057017001,694
340057017003,958
340057017002,982
340057001041,739
340057004071,1485
340057004073,1268
340057004074,989
340057004081,1349
340057005052,2527
340057011022,4025
340057022091,1966
340057022092,1192
340057022102,2125
340057004011,693
340057004012,1270
340057040061,2063
340057003042,1771
340057003041,803
340057012032,1089
340057012031,998
340057003052,1212
340057003051,1605
340057006022,696
340057038011,1549
340057038013,852
340057038015,828
340057038033,2509
340057006053,1492
340057006052,2183
340057013031,1005
340057022032,1418
340057022031,2162
340057045002,2004
340057045003,659
340057045004,279
340057046001,1347
340057046002,1160
340057047002,2262
340057048011,792
340057048013,441
340057048021,0
340057048022,606
340057048024,214
340059818021,1798
340057011031,2381
340057011033,890
340057013022,971
340057014021,2145
340057022071,1052
340057022072,2044
340057005012,2217
340057005011,1198
340057008003,1224
340057008001,2689
340057012042,1297
340057012051,1474
340057014012,5303
340057014011,1090
340057029131,880
340057029083,586
340057029093,2079
340057029102,2889
340057029132,1352
340057029141,1904
340057029142,2332
340057029152,2146
340057029171,1830
340057031031,1712
340057031032,667
340057031041,2975
340057031042,837
340057032033,1536
340057038031,1227
340057038046,656
340057040123,681
340057040143,2529
340057042001,4047
340057042003,2319
340057042004,1496
340057043022,962
340057045001,857
340057040042,1628
340057040041,2063
340057040091,1648
340057040111,3113
340057023001,1416
340057025002,2100
340057028051,1236
340057029051,1800
340057030002,2387
340057038043,583
340057038042,603
340057038022,1564
340057003071,1256
340057006032,2575
340057009001,929
340057021011,2938
340057024003,973
340057029082,1990
340057037002,2018
340057007011,1649
340057003062,1847
340057039004,1089
340057039003,607
340057032011,2609
340057027003,4463
340057028061,2059
340057029091,1523
340057002002,1824
340057005042,1430
340057010021,1271
340057011052,3443
340057032032,1536
340057001021,1085
340057005051,3861
340057011021,1572
340057013014,1158
340057017004,1206
340057001032,1482
340057004072,1287
340057004082,727
340057011034,2063
340057022101,2361
340057003053,2218
340057006021,677
340057013032,4349
340057038014,1482
340057038012,2107
340057006051,1174
340057012012,398
340057028031,1572
340057028081,1220
340057028021,2120
340057032021,941
340057036004,1260
340057040082,1444
340057040122,2062
340057003032,1575
340057004032,1659
340057026033,1284
340057029072,2019
340057040092,2855
340057047001,1499
340057048012,2025
340057048023,4467
340059821111,880
340057005013,2002
340057011032,935
340057013021,1841
340057022041,2319
340057008002,572
340057012041,1173
340057012052,679
340057029133,2745
340057029151,2111
340057029181,1735
340057031033,2283
340057031043,1152
340057038032,1227
340057040124,1382
340057042002,906
340057043021,4756
340057031021,2661
245101512001,1669
245101510006,541
245101510002,847
245101512003,958
245101512002,580
245101601003,998
245101601002,335
245101601004,566
245102102002,1822
245102403001,883
245102403002,605
245102602031,2143
245102602032,984
245102606042,249
245102606043,638
245102702001,625
245102006003,1002
245102006002,650
245102007014,1201
245102007015,658
245102708033,2221
245102007013,854
245102007011,1112
245102007012,1080
245102708032,1841
245102709011,1353
245102709012,1329
245102714003,1777
245102714001,887
245102716004,1023
245102716003,951
245102716006,627
245102716005,461
245102710022,662
245102710023,370
245102604021,1552
245102604022,1686
245102712006,1183
245102712002,1262
245102712003,683
245102712001,818
245102804041,2549
245102803021,1288
245102007021,282
245102301002,806
245102301001,1022
245102502053,884
245102502051,31
245102502055,745
245102704022,557
245102704024,1709
245102704023,629
245102504024,1947
245102504021,902
245102504023,997
245102605011,2826
245102605012,1460
245102605013,1223
245101508005,787
245101508001,766
245101703002,823
245101703001,876
245102404003,1071
245102404001,1119
245102709022,2133
245102709023,1170
245101902002,1077
245102201004,1002
245102201003,200
245102201002,2005
245102303002,1141
245102502071,1050
245102503032,1195
245102503033,508
245102602021,76
245102602024,1522
245101205001,974
245101303002,652
245101303001,797
245101303003,998
245101401003,984
245101308031,522
245101308032,1044
245101308033,891
245101401001,1053
245101401004,1447
245101401002,971
245101505001,719
245101505002,717
245100104001,814
245100202002,1158
245100202001,677
245102602022,2189
245102602023,1742
245102603025,535
245102603022,958
245102603021,1138
245102607001,1626
245102607002,1258
245100301002,1290
245100302002,1090
245100701001,1240
245100808001,233
245100808002,1313
245100801022,1341
245100802002,406
245100802003,594
245100806004,440
245100806003,277
245100806002,677
245100904001,1057
245100907001,1558
245100907004,277
245100907002,440
245102302001,820
245102601022,557
245102601025,1681
245102601024,559
245102603031,912
245102608001,1165
245102704013,1246
245102704011,2162
245102704014,841
245102804014,979
245102804015,509
245102804013,700
245102804012,606
245102703022,940
245102703021,976
245102707023,590
245102707021,741
245102707022,624
245102709031,2033
245102709032,2083
245102709033,694
245102803013,1954
245101608013,444
245101608014,766
245101608021,880
245100801012,979
245101608022,1269
245100603001,847
245100603002,1018
245100801014,617
245100803023,633
245100803021,541
245100803024,1034
245100805002,289
245100805003,626
245101205002,1301
245102718021,521
245102718024,1170
245102801011,1458
245102801012,1487
245102804022,1158
245102804021,476
245102804033,2637
245102804031,704
245102804032,981
245102713003,861
245102713002,536
245102501034,605
245102501032,610
245102501031,1418
245102801025,1841
245102801023,228
245102801024,1916
245102008001,750
245102008003,522
245102609001,700
245102609003,1516
245102610003,797
245102610002,918
245102701012,638
245102701011,873
245101201001,1485
245101201002,833
245102402002,814
245102502041,1629
245102502042,2612
245102502061,610
245102502062,939
245102502063,667
245102505004,969
245102505003,1408
245102505001,0
245102505005,2005
245102505002,35
245102601015,1133
245102603011,919
245102601013,1235
245102601014,860
245102601012,818
245102603014,990
245102603012,972
245102706001,648
245102706006,411
245102706003,714
245102706005,901
245100101001,1133
245100101003,1075
245100105001,958
245100702004,571
245100702002,547
245100702001,620
245100702005,397
245100703001,533
245100704001,330
245100704003,832
245100804001,717
245101301001,413
245101301002,860
245101301004,573
245101302002,539
245101302001,876
245100901005,830
245100901001,1329
245100901004,572
245100901003,657
245100901002,748
245102003002,1184
245102003001,333
245102715014,957
245102715015,1381
245102502032,832
245102715013,851
245102715012,397
245102715011,576
245102502031,1146
245101102001,2287
245101102003,1861
245100203001,1539
245101504002,980
245101504003,2276
245100102001,810
245102611002,1042
245102705022,1330
245102705024,1308
245102705023,889
245102707031,1057
245102707032,900
245102710012,777
245102710013,881
245100201002,1026
245100201001,687
245100601004,616
245100601001,606
245100601003,680
245100601002,1072
245100902002,1492
245100902001,1411
245100906001,1462
245100906003,347
245100906002,354
245100906004,954
245100909002,346
245100909001,562
245100909004,1233
245101001001,1267
245101507011,343
245101507012,452
245101503002,1019
245101503003,652
245101507023,369
245101507022,962
245101511003,898
245101511004,671
245101511006,1439
245101511002,1766
245101511001,1040
245101513001,1466
245101513002,571
245101513003,369
245101513005,1157
245101513004,564
245101901002,786
245101901001,369
245101901003,976
245100102002,525
245100102004,406
245100604001,526
245100604002,850
245101001003,196
245101001002,403
245101501001,414
245101501003,834
245101501002,944
245101509001,1452
245101509002,859
245101509003,615
245102004002,875
245102005005,955
245102005001,190
245102005002,895
245102005003,325
245102501011,1491
245102506001,0
245102604042,667
245102604043,1585
245102701024,986
245102701023,646
245102705013,1022
245102705014,1724
245102705012,786
245102708011,715
245102708014,1196
245102717003,1024
245102717006,595
245102717005,768
245102717002,601
245102802003,372
245102802004,701
245102802006,1121
245102802002,806
245102803011,1033
245102719003,669
245102719001,913
245102719002,593
245102719005,1000
245102720034,1863
245102720031,763
245102720032,1154
245102720033,1230
245102720035,1112
245100103001,929
245100103002,1642
245100803011,276
245100803013,679
245101101002,1343
245101302004,821
245101308061,1437
245102002001,425
245102002005,482
245102002002,386
245102006001,640
245101203004,1350
245101203003,836
245101206001,756
245101206003,650
245101402001,1079
245101402002,779
245101502002,699
245101502003,1074
245101506002,446
245101506005,1010
245101506003,297
245101605003,560
245101605004,867
245101605005,630
245101605002,903
245101510003,512
245101510004,468
245102604032,128
245102604031,1553
245101607007,774
245101607004,832
245101607002,942
245101607001,305
245101702002,685
245101801001,1069
245101803002,972
245101803001,553
245102001001,710
245101603001,562
245101603002,528
245101207002,747
245101207003,886
245101207001,626
245101304003,604
245101304002,761
245101304001,691
245101307002,780
245101307003,377
245102702002,791
245100401001,2146
245100402001,901
245100602005,422
245100602004,848
245100602001,441
245100602003,922
245100905002,1335
245100905001,530
245100908001,491
245100908004,1168
245100908005,203
245100908002,601
245100908003,439
245101308051,943
245102101001,817
245102101002,1715
245102707011,2468
245101606002,876
245101606003,611
245101606004,542
245101606001,718
245101606005,656
245102401001,2512
245102401002,777
245102606053,1092
245102606054,557
245102606052,1613
245102606051,1218
245102715031,850
245101002001,663
245101002002,1239
245101002003,820
245101508003,1897
245101508002,786
245100203003,1264
245101001004,367
245101202011,1289
245101202012,928
245101202022,563
245101202023,1922
245102606056,64
245101202025,672
245101307006,1133
245102606055,141
245101307004,513
245101307005,1230
245101403001,665
245101403002,491
245101403004,608
245101701002,619
245101802002,550
245101802001,398
245101903003,539
245101903004,895
245102501021,1077
245102501022,2159
245102503011,897
245102503012,1458
245102504012,725
245102504013,1251
245102504011,1629
245100807001,410
245100807002,336
245101101001,1798
245100903002,1096
245100903003,636
245100903004,2281
245100903001,429
245101003001,3676
245101204001,839
245101204002,904
245101306001,1082
245101306004,1040
245101308042,948
245101602001,1024
245101602002,598
245101604002,677
245101604003,565
245101604001,263
245101607006,419
245102711011,1060
245102711012,51
245102718011,452
245102718012,813
245102602011,1061
245102602012,1934
245102604011,663
245102604013,455
245102703011,476
245102703012,951
245102703013,771
245102708022,1227
245102708023,1023
245102708025,481
245102708024,1333
245102708042,654
245102708041,1176
245102708043,454
245102708044,825
245102708054,838
245102708052,1157
245102708051,1138
245102708053,778
245102708055,1401
245102711022,700
245102711021,3805
245102720041,1562
245102720042,2336
245102720052,557
245102720053,1130
245102720062,919
245102720071,2439
245102720073,1370
245102801026,474
245102805002,534
245102805003,417
245101512005,752
245101510005,1291
245101510007,792
245101512004,420
245101601001,169
245102102001,1671
245102403003,597
245102606041,603
245102702003,466
245102708031,2784
245102709013,1666
245102714002,1376
245102716002,518
245102716001,730
245102710021,1617
245102710024,683
245102712004,1475
245102712005,1013
245102804042,263
245102803022,1176
245102007022,807
245102502052,1443
245102502054,903
245102704021,716
245102504022,605
245101508004,659
245102404002,479
245102709021,2060
245102710025,871
245101902001,809
245102201001,1128
245102303001,290
245102502072,1258
245102503031,667
245100104002,1664
245100301001,1406
245102603026,1663
245102603023,958
245102603024,1734
245100102003,1128
245101509004,433
245102004001,749
245102005004,501
245102501012,2849
245102604041,0
245102701022,1344
245102701021,729
245102705011,598
245102708013,1296
245102708012,976
245102717001,520
245102717004,1305
245102802001,1137
245102802005,823
245100803012,741
245102002004,620
245102002003,432
245101203001,1197
245101206002,1285
245101402004,282
245101402003,327
245101502001,979
245101506004,479
245101506001,897
245101605001,1379
245101510001,508
245101607005,584
245101607003,468
245101702001,1804
245101801002,956
245102001002,1123
245100302001,1237
245100701002,1325
245100801021,764
245100802001,274
245101203002,837
245100806001,725
245100904002,727
245100907003,757
245102302002,1224
245102601023,766
245102601021,1062
245102608002,1362
245102704012,1376
245102804011,685
245102803012,862
245101608012,543
245101608011,1187
245100803022,507
245101608023,1265
245100801011,830
245100801013,1550
245100805001,564
245102718022,410
245102718023,466
245102801013,924
245102804034,449
245102804035,493
245102713001,1178
245102501033,778
245102801021,431
245102801022,1287
245102008002,856
245102402001,2130
245102609002,923
245102610004,887
245102610001,201
245102719004,640
245101201003,849
245102601011,951
245102603015,1140
245102603013,859
245102706002,1112
245102706004,1194
245100101002,814
245100105002,1018
245100702003,893
245100703002,323
245100704002,384
245100804002,563
245101301003,882
245101302003,487
245101102002,1558
245100203002,1074
245101504001,727
245102611001,750
245102705021,734
245102707033,672
245102710011,821
245100909003,325
245101507013,778
245101503001,630
245101507021,833
245101511005,668
245101306002,719
245101306003,737
245101308041,1034
245101602003,567
245101604004,826
245102718013,1637
245102602013,599
245102602014,2105
245102604012,2592
245102703014,975
245102708021,1141
245102720051,1708
245102720061,2615
245102720072,826
245102805001,849
245102805004,438
245100401002,2258
245100602002,608
245101508006,307
245101201004,1476
245101202021,989
245101202024,1829
245101702003,482
245102711013,890
245101307001,724
245101403003,589
245101701001,1015
245101903002,637
245101903001,431
250277371003,2041
250277371002,987
250277371001,402
250277372002,1156
250277319002,1228
250277322023,1007
250277319004,2188
250277319001,1093
250277320011,3795
250277322022,1092
250277327001,1173
250277363003,753
250277363002,522
250277381002,1403
250277381001,1269
250277552003,1014
250277552005,948
250277552002,2079
250277431002,1944
250277431003,814
250277431004,2069
250277492001,2729
250277501002,3579
250277501003,1905
250277503001,2795
250277051002,1501
250277542001,2389
250277051003,2399
250277051004,1143
250277074001,2286
250277074002,1211
250277106001,689
250277106003,1062
250277364002,1471
250277364003,945
250277365004,1089
250277365001,630
250277365003,758
250277395001,2953
250277102004,1308
250277102002,906
250277102005,1866
250277105003,1082
250277105001,1106
250277105002,1279
250277330003,1305
250277330001,780
250277330002,1624
250277308011,973
250277308012,1724
250277308013,828
250277311012,523
250277311013,1086
250277329012,3135
250277329011,1230
